year,appeal_id,Global cluster,plan_name,Current requirements US$,Funding_fts
2021,1047,Emergency Shelter and NFI,Madagascar's Grand Sud Flash Appeal 2021,383833,
2021,1047,Emergency Telecommunications,Madagascar's Grand Sud Flash Appeal 2021,560750,
2021,1047,Food Security,Madagascar's Grand Sud Flash Appeal 2021,129603952,77699887
2021,1047,Health,Madagascar's Grand Sud Flash Appeal 2021,6002209,1117967
2021,1047,Multi-sector,Madagascar's Grand Sud Flash Appeal 2021,0,137500
2021,1047,Nutrition,Madagascar's Grand Sud Flash Appeal 2021,14976000,22042698
2021,1047,Protection,Madagascar's Grand Sud Flash Appeal 2021,1420166,1118146
2021,1047,Unspecified,Madagascar's Grand Sud Flash Appeal 2021,0,14280376
2021,1047,Water Sanitation Hygiene,Madagascar's Grand Sud Flash Appeal 2021,7462986,7900689
2021,1048,Camp Coordination / Management,Nepal Covid-19 Response Plan 2021,5e+06,
2021,1048,Early Recovery,Nepal Covid-19 Response Plan 2021,3500000,
2021,1048,Education,Nepal Covid-19 Response Plan 2021,3800000,
2021,1048,Food Security,Nepal Covid-19 Response Plan 2021,3710000,
2021,1048,Health,Nepal Covid-19 Response Plan 2021,4.2e+07,2094260
2021,1048,Logistics,Nepal Covid-19 Response Plan 2021,664000,
2021,1048,Multi-sector,Nepal Covid-19 Response Plan 2021,0,
2021,1048,Nutrition,Nepal Covid-19 Response Plan 2021,3500000,
2021,1048,Other,Nepal Covid-19 Response Plan 2021,3750000,13348
2021,1048,Protection,Nepal Covid-19 Response Plan 2021,7497252,
2021,1048,Unspecified,Nepal Covid-19 Response Plan 2021,0,3273937
2021,1048,Water Sanitation Hygiene,Nepal Covid-19 Response Plan 2021,10200000,173631
2021,1049,Coordination and support services,Escalation of Hostilities in the oPt  Flash Appeal 2021,2813094,
2021,1049,Education,Escalation of Hostilities in the oPt  Flash Appeal 2021,8200000,5222212.5
2021,1049,Emergency Shelter and NFI,Escalation of Hostilities in the oPt  Flash Appeal 2021,19011760,7233046
2021,1049,Food Security,Escalation of Hostilities in the oPt  Flash Appeal 2021,38254314,26873571
2021,1049,Health,Escalation of Hostilities in the oPt  Flash Appeal 2021,10045000,6724461
2021,1049,Multi-sector,Escalation of Hostilities in the oPt  Flash Appeal 2021,0,
2021,1049,Protection,Escalation of Hostilities in the oPt  Flash Appeal 2021,9615000,2350219
2021,1049,Unspecified,Escalation of Hostilities in the oPt  Flash Appeal 2021,0,5829973
2021,1049,Water Sanitation Hygiene,Escalation of Hostilities in the oPt  Flash Appeal 2021,7122900,6861518.5
2021,1050,Coordination and support services,Lebanon Emergency Response Plan 2021,0,11120
2021,1050,Education,Lebanon Emergency Response Plan 2021,13949956,7200452
2021,1050,Emergency Shelter and NFI,Lebanon Emergency Response Plan 2021,379370,
2021,1050,Food Security,Lebanon Emergency Response Plan 2021,48892368,45427004
2021,1050,Health,Lebanon Emergency Response Plan 2021,55047158,25392038
2021,1050,Logistics,Lebanon Emergency Response Plan 2021,1e+07,8494781
2021,1050,Multi-sector,Lebanon Emergency Response Plan 2021,0,
2021,1050,Nutrition,Lebanon Emergency Response Plan 2021,10586891,2576669
2021,1050,Protection,Lebanon Emergency Response Plan 2021,20540355,7185201
2021,1050,Unspecified,Lebanon Emergency Response Plan 2021,0,7654806
2021,1050,Water Sanitation Hygiene,Lebanon Emergency Response Plan 2021,8580628,15958990
2021,1051,Coordination and support services,Myanmar Interim Emergency Response Plan 2021,3e+05,
2021,1051,Education,Myanmar Interim Emergency Response Plan 2021,1359961,1196487
2021,1051,Emergency Shelter and NFI,Myanmar Interim Emergency Response Plan 2021,8713199,1608716.66666667
2021,1051,Food Security,Myanmar Interim Emergency Response Plan 2021,73169883,9194074
2021,1051,Health,Myanmar Interim Emergency Response Plan 2021,4747062,664096.666666667
2021,1051,Multi-sector,Myanmar Interim Emergency Response Plan 2021,0,2001944
2021,1051,Nutrition,Myanmar Interim Emergency Response Plan 2021,4510490,17980
2021,1051,Protection,Myanmar Interim Emergency Response Plan 2021,9287525,1271170
2021,1051,Unspecified,Myanmar Interim Emergency Response Plan 2021,0,1363860
2021,1051,Water Sanitation Hygiene,Myanmar Interim Emergency Response Plan 2021,7073706,957307.666666667
2021,1052,Coordination and support services,Guatemala Plan de Respuesta Humanitario 2021,30000,
2021,1052,Early Recovery,Guatemala Plan de Respuesta Humanitario 2021,15892328,
2021,1052,Education,Guatemala Plan de Respuesta Humanitario 2021,871645,
2021,1052,Food Security,Guatemala Plan de Respuesta Humanitario 2021,9890600,15232509
2021,1052,Health,Guatemala Plan de Respuesta Humanitario 2021,3009860,
2021,1052,Multi-sector,Guatemala Plan de Respuesta Humanitario 2021,0,
2021,1052,Nutrition,Guatemala Plan de Respuesta Humanitario 2021,6707383,
2021,1052,Protection,Guatemala Plan de Respuesta Humanitario 2021,17082029,15900000
2021,1052,Unspecified,Guatemala Plan de Respuesta Humanitario 2021,0,2505794
2021,1052,Water Sanitation Hygiene,Guatemala Plan de Respuesta Humanitario 2021,2807987,1519515
2021,1053,Camp Coordination / Management,Honduras Plan de Respuesta Humanitario 2021,1822605,154000
2021,1053,Coordination and support services,Honduras Plan de Respuesta Humanitario 2021,50000,
2021,1053,Early Recovery,Honduras Plan de Respuesta Humanitario 2021,3300000,
2021,1053,Education,Honduras Plan de Respuesta Humanitario 2021,1590132,
2021,1053,Emergency Shelter and NFI,Honduras Plan de Respuesta Humanitario 2021,3167881,1194117
2021,1053,Food Security,Honduras Plan de Respuesta Humanitario 2021,24631192,7180560.5
2021,1053,Health,Honduras Plan de Respuesta Humanitario 2021,1551165,1121166.66666667
2021,1053,Multi-sector,Honduras Plan de Respuesta Humanitario 2021,0,2069720
2021,1053,Nutrition,Honduras Plan de Respuesta Humanitario 2021,4167032,2226010.16666667
2021,1053,Other,Honduras Plan de Respuesta Humanitario 2021,0,621166.666666667
2021,1053,Protection,Honduras Plan de Respuesta Humanitario 2021,14510405,3749500
2021,1053,Unspecified,Honduras Plan de Respuesta Humanitario 2021,0,536247
2021,1053,Water Sanitation Hygiene,Honduras Plan de Respuesta Humanitario 2021,11347966,3193593
2021,1054,Camp Coordination / Management,El Salvador Plan de Respuesta Humanitario 2021,2678590,
2021,1054,Coordination and support services,El Salvador Plan de Respuesta Humanitario 2021,50000,
2021,1054,Early Recovery,El Salvador Plan de Respuesta Humanitario 2021,1760000,
2021,1054,Education,El Salvador Plan de Respuesta Humanitario 2021,1303400,
2021,1054,Emergency Shelter and NFI,El Salvador Plan de Respuesta Humanitario 2021,0,525000
2021,1054,Emergency Telecommunications,El Salvador Plan de Respuesta Humanitario 2021,15000,
2021,1054,Food Security,El Salvador Plan de Respuesta Humanitario 2021,16584595,10454076
2021,1054,Health,El Salvador Plan de Respuesta Humanitario 2021,2046078,
2021,1054,Multi-sector,El Salvador Plan de Respuesta Humanitario 2021,0,
2021,1054,Nutrition,El Salvador Plan de Respuesta Humanitario 2021,2749853,
2021,1054,Protection,El Salvador Plan de Respuesta Humanitario 2021,13319182,10007607
2021,1054,Unspecified,El Salvador Plan de Respuesta Humanitario 2021,0,259358
2021,1054,Water Sanitation Hygiene,El Salvador Plan de Respuesta Humanitario 2021,1650000,1e+06
2021,1055,Agriculture,Northern Ethiopia Response Plan 2021,70900000,9175461
2021,1055,Camp Coordination / Management,Northern Ethiopia Response Plan 2021,8e+06,1708000
2021,1055,Coordination and support services,Northern Ethiopia Response Plan 2021,4400000,13592484
2021,1055,Education,Northern Ethiopia Response Plan 2021,56700000,142142.25
2021,1055,Emergency Shelter and NFI,Northern Ethiopia Response Plan 2021,86400000,23996081.5238095
2021,1055,Emergency Telecommunications,Northern Ethiopia Response Plan 2021,1200000,
2021,1055,Food Security,Northern Ethiopia Response Plan 2021,416400000,409250917
2021,1055,Health,Northern Ethiopia Response Plan 2021,48200000,14846803.9904762
2021,1055,Logistics,Northern Ethiopia Response Plan 2021,8800000,4560006
2021,1055,Multi-sector,Northern Ethiopia Response Plan 2021,0,2011120
2021,1055,Nutrition,Northern Ethiopia Response Plan 2021,75700000,36252649.5238095
2021,1055,Other,Northern Ethiopia Response Plan 2021,952000,
2021,1055,Protection,Northern Ethiopia Response Plan 2021,67300000,24019214.7214286
2021,1055,Unspecified,Northern Ethiopia Response Plan 2021,0,116556167
2021,1055,Water Sanitation Hygiene,Northern Ethiopia Response Plan 2021,1.12e+08,23460668.9904762
2021,1056,Agriculture,Haiti Flash Appeal 2021,2e+07,1504251
2021,1056,Camp Coordination / Management,Haiti Flash Appeal 2021,0,994000
2021,1056,Coordination and support services,Haiti Flash Appeal 2021,3e+05,7752071
2021,1056,Early Recovery,Haiti Flash Appeal 2021,8e+06,
2021,1056,Education,Haiti Flash Appeal 2021,3.9e+07,496684.666666667
2021,1056,Emergency Shelter and NFI,Haiti Flash Appeal 2021,3e+07,8407678.66666667
2021,1056,Emergency Telecommunications,Haiti Flash Appeal 2021,540000,
2021,1056,Food Security,Haiti Flash Appeal 2021,2e+07,13237512
2021,1056,Health,Haiti Flash Appeal 2021,21155000,5818834
2021,1056,Logistics,Haiti Flash Appeal 2021,7e+06,15461988
2021,1056,Multi-sector,Haiti Flash Appeal 2021,0,
2021,1056,Nutrition,Haiti Flash Appeal 2021,1.2e+07,766666.666666667
2021,1056,Other,Haiti Flash Appeal 2021,2e+05,618750
2021,1056,Protection,Haiti Flash Appeal 2021,7600000,8129989
2021,1056,Unspecified,Haiti Flash Appeal 2021,0,6447835
2021,1056,Water Sanitation Hygiene,Haiti Flash Appeal 2021,21500000,10946348
2021,1057,Coordination and support services,Afghanistan Flash Appeal 2021,13700000,20210093.3333333
2021,1057,Education,Afghanistan Flash Appeal 2021,12708400,7166131.5
2021,1057,Emergency Shelter and NFI,Afghanistan Flash Appeal 2021,3.5e+07,38737301.6666667
2021,1057,Food Security,Afghanistan Flash Appeal 2021,2.7e+08,355974500.333333
2021,1057,Health,Afghanistan Flash Appeal 2021,6.6e+07,87184684.1666667
2021,1057,Multi-sector,Afghanistan Flash Appeal 2021,0,3e+06
2021,1057,Nutrition,Afghanistan Flash Appeal 2021,56279763,117989737.333333
2021,1057,Other,Afghanistan Flash Appeal 2021,40700000,18493863
2021,1057,Protection,Afghanistan Flash Appeal 2021,45373000,78019119.3333333
2021,1057,Unspecified,Afghanistan Flash Appeal 2021,0,396067125
2021,1057,Water Sanitation Hygiene,Afghanistan Flash Appeal 2021,66500000,8200133.33333333
2021,1073,Coordination and support services,Kenya Drought Flash Appeal 2021,76444,1208803
2021,1073,Education,Kenya Drought Flash Appeal 2021,3062753,576000
2021,1073,Food Security,Kenya Drought Flash Appeal 2021,59339653,1586446
2021,1073,Health,Kenya Drought Flash Appeal 2021,9182824,1249005
2021,1073,Multi-sector,Kenya Drought Flash Appeal 2021,7304959,123292
2021,1073,Nutrition,Kenya Drought Flash Appeal 2021,38105851,6658771
2021,1073,Protection,Kenya Drought Flash Appeal 2021,2109821,1106864.5
2021,1073,Unspecified,Kenya Drought Flash Appeal 2021,0,705851
2021,1073,Water Sanitation Hygiene,Kenya Drought Flash Appeal 2021,20316235,1987451.5
